customer_id,customer_name,age,customer_segment,city,registration_date
5050,Hadi Permata,18,College Student,Makassar,2026-02-13
5051,Salsa Ramadhan,18,High School Student,Yogyakarta,2025-01-29
5052,Andi Sari,22,Office Worker,Palembang,2025-12-22
5053,Andi Ramadhan,15,High School Student,Medan,2026-01-14
5054,Eka Lestari,16,High School Student,Semarang,2026-05-26
5055,Citra Ramadhan,22,College Student,Jakarta,2025-12-13
5056,Vina Ramadhan,31,Office Worker,Makassar,2026-05-18
5057,Dina Pratama,23,College Student,Pekanbaru,2025-01-25
5058,Eka Putra,24,College Student,Padang,2025-04-02
5059,Fajar Lestari,20,College Student,Bandung,2025-11-25
5060,Intan Permata,22,College Student,Jakarta,2026-06-22
5061,Intan Putra,27,Office Worker,Jakarta,2025-12-08
5062,Citra Ramadhan,32,Office Worker,Bandung,2026-03-24
5063,Vina Pratama,23,College Student,Pekanbaru,2026-01-31
5064,Vina Nugraha,20,College Student,Jakarta,2026-06-26
5065,Citra Permata,27,Office Worker,Makassar,2026-06-10
5066,Tio Wijaya,15,High School Student,Medan,2026-05-17
5067,Putri Sari,22,College Student,Surabaya,2026-02-11
5068,Hadi Nugraha,19,College Student,Padang,2025-05-10
5069,Andi Wijaya,28,Office Worker,Jakarta,2025-05-11
5070,Eka Wijaya,17,High School Student,Yogyakarta,2026-06-02
5071,Rian Sari,21,College Student,Medan,2025-05-29
5072,Rian Lestari,22,Office Worker,Jakarta,2025-10-03
5073,Maya Ramadhan,22,College Student,Jakarta,2025-07-15
5074,Nanda Sari,15,High School Student,Surabaya,2026-02-13
5075,Lina Pratama,24,Office Worker,Pekanbaru,2025-03-12
5076,Citra Kurniawan,21,College Student,Medan,2025-07-18
5077,Budi Nugraha,28,Office Worker,Pekanbaru,2026-06-29
5078,Citra Nugraha,15,High School Student,Semarang,2026-04-10
5079,Gita Pratama,23,College Student,Semarang,2025-03-31
5080,Citra Ramadhan,24,College Student,Medan,2025-01-01
5081,Joko Wijaya,18,High School Student,Semarang,2025-06-16
5082,Dina Ramadhan,15,High School Student,Jakarta,2025-08-30
5083,Eka Kurniawan,27,Office Worker,Padang,2025-05-14
5084,Maya Pratama,17,High School Student,Jakarta,2025-09-09
5085,Oki Nugraha,16,High School Student,Bandung,2025-01-22
5086,Karin Pratama,23,College Student,Pekanbaru,2025-03-13
5087,Hadi Sari,28,Office Worker,Semarang,2026-06-05
5088,Eka Ramadhan,18,High School Student,Jakarta,2026-05-16
5089,Putri Permata,18,College Student,Bandung,2025-11-04
5090,Tio Saputra,16,High School Student,Makassar,2025-09-08
5091,Budi Ramadhan,18,High School Student,Surabaya,2025-07-23
5092,Hadi Wijaya,18,High School Student,Bandung,2025-01-08
5093,Citra Wijaya,30,Office Worker,Jakarta,2025-04-18
5094,Rian Kurniawan,17,High School Student,Semarang,2026-06-07
5095,Rian Kurniawan,18,High School Student,Padang,2026-01-08
5096,Andi Permata,23,College Student,Jakarta,2026-01-21
5097,Oki Kurniawan,31,Office Worker,Palembang,2025-07-02
5098,Rian Ramadhan,23,College Student,Padang,2025-11-05
5099,Karin Nugraha,19,College Student,Pekanbaru,2025-06-28
5100,Citra Lestari,18,High School Student,Makassar,2025-08-15
5101,Budi Pratama,23,College Student,Jakarta,2026-06-02
5102,Oki Saputra,21,College Student,Makassar,2025-01-12
5103,Vina Ramadhan,24,College Student,Yogyakarta,2025-09-07
5104,Lina Nugraha,19,College Student,Medan,2026-02-22
5105,Putri Permata,24,College Student,Makassar,2026-01-12
5106,Hadi Sari,18,High School Student,Palembang,2025-07-17
5107,Nanda Permata,22,College Student,Makassar,2026-03-24
5108,Maya Nugraha,17,High School Student,Pekanbaru,2025-02-06
5109,Lina Lestari,27,Office Worker,Bandung,2026-02-25
5110,Tio Kurniawan,34,Office Worker,Pekanbaru,2025-01-08
5111,Karin Nugraha,33,Office Worker,Jakarta,2025-06-14
5112,Maya Lestari,25,Office Worker,Jakarta,2025-04-30
5113,Salsa Permata,24,Office Worker,Palembang,2026-01-07
5114,Lina Permata,33,Office Worker,Makassar,2025-08-21
5115,Eka Putra,20,College Student,Pekanbaru,2026-03-06
5116,Eka Pratama,35,Office Worker,Yogyakarta,2025-10-14
5117,Salsa Wijaya,19,College Student,Jakarta,2026-01-30
5118,Tio Lestari,20,College Student,Palembang,2026-02-24
5119,Intan Lestari,24,Office Worker,Semarang,2026-03-28
5120,Andi Ramadhan,22,College Student,Jakarta,2025-09-29
5121,Vina Lestari,21,College Student,Jakarta,2025-10-13
5122,Citra Ramadhan,35,Office Worker,Yogyakarta,2025-02-08
5123,Fajar Saputra,16,High School Student,Medan,2026-05-12
5124,Eka Pratama,18,College Student,Medan,2026-05-03
5125,Citra Nugraha,24,Office Worker,Makassar,2026-01-07
5126,Citra Sari,30,Office Worker,Makassar,2026-02-14
5127,Maya Pratama,21,College Student,Yogyakarta,2025-09-13
5128,Oki Nugraha,17,High School Student,Yogyakarta,2026-04-21
5129,Nanda Sari,20,College Student,Bandung,2025-07-30
5130,Citra Sari,29,Office Worker,Jakarta,2026-02-09
5131,Vina Lestari,18,College Student,Makassar,2026-06-15
5132,Karin Ramadhan,22,College Student,Semarang,2026-01-30
5133,Eka Permata,15,High School Student,Semarang,2025-05-10
5134,Maya Wijaya,17,High School Student,Bandung,2025-01-25
5135,Tio Nugraha,26,Office Worker,Makassar,2025-03-31
5136,Eka Kurniawan,24,College Student,Jakarta,2025-09-30
5137,Vina Nugraha,23,Office Worker,Bandung,2025-12-07
5138,Intan Permata,18,High School Student,Jakarta,2025-07-31
5139,Oki Wijaya,35,Office Worker,Semarang,2025-12-14
5140,Gita Putra,22,Office Worker,Semarang,2025-10-23
5141,Vina Permata,20,College Student,Padang,2026-01-25
5142,Nanda Kurniawan,17,High School Student,Jakarta,2025-03-29
5143,Citra Kurniawan,24,College Student,Yogyakarta,2026-03-03
5144,Dina Pratama,33,Office Worker,Makassar,2025-06-19
5145,Fajar Saputra,18,College Student,Bandung,2025-05-27
5146,Maya Sari,24,Office Worker,Yogyakarta,2025-08-28
5147,Citra Ramadhan,32,Office Worker,Makassar,2025-02-24
5148,Citra Nugraha,27,Office Worker,Surabaya,2026-06-04
5149,Rian Lestari,27,Office Worker,Jakarta,2025-10-26
5150,Gita Permata,17,High School Student,Makassar,2025-01-04
5151,Joko Sari,24,College Student,Jakarta,2025-12-30
5152,Karin Nugraha,17,High School Student,Bandung,2025-10-19
5153,Hadi Putra,35,Office Worker,Semarang,2026-01-24
5154,Eka Nugraha,32,Office Worker,Palembang,2026-04-16
5155,Gita Ramadhan,22,Office Worker,Semarang,2026-06-15
5156,Dina Saputra,24,College Student,Semarang,2026-03-02
5157,Tio Saputra,16,High School Student,Semarang,2026-02-03
5158,Putri Lestari,27,Office Worker,Surabaya,2025-10-31
5159,Fajar Putra,22,College Student,Surabaya,2025-04-14
5160,Maya Ramadhan,18,High School Student,Medan,2025-11-27
5161,Budi Lestari,34,Office Worker,Yogyakarta,2025-12-30
5162,Nanda Saputra,15,High School Student,Makassar,2026-01-01
5163,Fajar Kurniawan,19,College Student,Medan,2025-03-23
5164,Tio Lestari,20,College Student,Jakarta,2025-03-26
5165,Nanda Putra,17,High School Student,Makassar,2025-08-07
5166,Eka Ramadhan,29,Office Worker,Jakarta,2026-01-03
5167,Tio Nugraha,18,High School Student,Jakarta,2025-08-30
5168,Lina Pratama,18,High School Student,Yogyakarta,2025-06-11
5169,Budi Lestari,18,High School Student,Pekanbaru,2025-06-28
5170,Oki Wijaya,26,Office Worker,Surabaya,2025-04-02
5171,Vina Kurniawan,22,College Student,Makassar,2026-05-15
5172,Rian Wijaya,20,College Student,Makassar,2026-05-21
5173,Tio Ramadhan,15,High School Student,Surabaya,2025-06-18
5174,Citra Permata,17,High School Student,Yogyakarta,2026-01-22
5175,Gita Wijaya,24,College Student,Palembang,2025-11-17
5176,Intan Putra,28,Office Worker,Bandung,2025-04-11
5177,Salsa Nugraha,32,Office Worker,Makassar,2025-10-23
5178,Nanda Permata,16,High School Student,Jakarta,2025-07-12
5179,Eka Wijaya,20,College Student,Surabaya,2026-04-06
5180,Joko Pratama,30,Office Worker,Surabaya,2025-10-13
5181,Hadi Kurniawan,18,College Student,Semarang,2025-08-04
5182,Hadi Permata,22,Office Worker,Jakarta,2026-04-01
5183,Budi Permata,15,High School Student,Makassar,2025-08-16
5184,Putri Kurniawan,31,Office Worker,Palembang,2025-12-27
5185,Intan Nugraha,33,Office Worker,Bandung,2025-02-12
5186,Eka Lestari,33,Office Worker,Palembang,2025-06-30
5187,Citra Ramadhan,32,Office Worker,Padang,2026-05-26
5188,Putri Sari,24,College Student,Surabaya,2026-04-07
5189,Joko Kurniawan,26,Office Worker,Jakarta,2025-10-13
5190,Tio Sari,18,College Student,Pekanbaru,2025-10-24
5191,Maya Pratama,21,College Student,Jakarta,2025-02-06
5192,Budi Permata,33,Office Worker,Yogyakarta,2025-03-24
5193,Intan Nugraha,22,Office Worker,Jakarta,2025-09-14
5194,Hadi Sari,23,Office Worker,Medan,2025-08-05
5195,Eka Wijaya,16,High School Student,Medan,2026-06-06
5196,Citra Ramadhan,25,Office Worker,Pekanbaru,2025-01-26
5197,Karin Permata,29,Office Worker,Jakarta,2025-09-08
5198,Citra Permata,16,High School Student,Bandung,2025-08-03
5199,Citra Lestari,23,College Student,Jakarta,2025-11-16
5200,Karin Ramadhan,18,College Student,Pekanbaru,2026-02-15
5201,Vina Wijaya,24,College Student,Bandung,2026-04-04
5202,Tio Wijaya,33,Office Worker,Jakarta,2025-11-20
5203,Putri Kurniawan,30,Office Worker,Jakarta,2026-06-14
5204,Nanda Wijaya,23,Office Worker,Yogyakarta,2025-12-05
5205,Citra Putra,22,Office Worker,Makassar,2025-08-16
5206,Vina Sari,19,College Student,Semarang,2025-08-24
5207,Tio Putra,31,Office Worker,Medan,2026-01-01
5208,Citra Nugraha,18,College Student,Jakarta,2026-03-10
5209,Andi Nugraha,23,Office Worker,Medan,2026-03-25
5210,Fajar Sari,18,High School Student,Medan,2026-05-22
5211,Budi Saputra,35,Office Worker,Medan,2025-10-03
5212,Oki Lestari,17,High School Student,Surabaya,2025-03-03
5213,Rian Saputra,18,College Student,Padang,2025-11-27
5214,Salsa Lestari,32,Office Worker,Jakarta,2025-07-06
5215,Fajar Kurniawan,18,College Student,Jakarta,2026-06-21
5216,Karin Sari,31,Office Worker,Jakarta,2026-05-20
5217,Citra Wijaya,19,College Student,Jakarta,2025-11-17
5218,Andi Putra,28,Office Worker,Bandung,2025-07-12
5219,Rian Saputra,18,High School Student,Jakarta,2025-09-11
5220,Karin Sari,16,High School Student,Bandung,2025-11-10
5221,Andi Permata,21,College Student,Jakarta,2025-08-12
5222,Hadi Putra,20,College Student,Jakarta,2026-03-07
5223,Lina Wijaya,16,High School Student,Bandung,2025-12-22
5224,Dina Putra,21,College Student,Surabaya,2026-03-03
5225,Joko Lestari,19,College Student,Semarang,2026-01-27
5226,Andi Sari,15,High School Student,Makassar,2025-08-10
5227,Vina Wijaya,21,College Student,Makassar,2025-04-13
5228,Putri Nugraha,24,Office Worker,Medan,2025-11-14
5229,Salsa Putra,17,High School Student,Medan,2026-06-21
5230,Lina Kurniawan,21,College Student,Jakarta,2025-08-07
5231,Citra Lestari,31,Office Worker,Makassar,2026-03-14
5232,Rian Lestari,22,College Student,Yogyakarta,2025-06-18
5233,Citra Kurniawan,26,Office Worker,Yogyakarta,2025-03-13
5234,Budi Kurniawan,24,College Student,Bandung,2026-04-01
5235,Rian Permata,24,College Student,Medan,2025-03-16
5236,Oki Sari,16,High School Student,Jakarta,2025-09-20
5237,Tio Kurniawan,31,Office Worker,Makassar,2026-04-14
5238,Dina Nugraha,29,Office Worker,Bandung,2026-06-02
5239,Hadi Wijaya,15,High School Student,Pekanbaru,2025-07-18
5240,Rian Putra,21,College Student,Jakarta,2025-12-04
5241,Nanda Lestari,28,Office Worker,Yogyakarta,2025-02-07
5242,Intan Ramadhan,22,College Student,Jakarta,2025-11-15
5243,Oki Pratama,18,College Student,Yogyakarta,2025-05-20
5244,Lina Ramadhan,29,Office Worker,Medan,2025-09-05
5245,Andi Ramadhan,31,Office Worker,Pekanbaru,2026-03-03
5246,Tio Ramadhan,18,College Student,Bandung,2025-07-14
5247,Maya Ramadhan,31,Office Worker,Makassar,2025-08-03
5248,Rian Kurniawan,29,Office Worker,Semarang,2026-06-25
5249,Hadi Saputra,23,College Student,Surabaya,2026-01-24
5250,Budi Nugraha,21,College Student,Pekanbaru,2026-03-05
5251,Budi Pratama,18,College Student,Jakarta,2025-06-01
5252,Salsa Nugraha,33,Office Worker,Jakarta,2025-04-13
5253,Gita Nugraha,30,Office Worker,Padang,2026-02-09
5254,Rian Sari,16,High School Student,Palembang,2025-10-15
5255,Gita Saputra,31,Office Worker,Pekanbaru,2025-05-13
5256,Eka Putra,18,College Student,Pekanbaru,2026-03-22
5257,Lina Sari,16,High School Student,Semarang,2026-02-06
5258,Fajar Ramadhan,19,College Student,Makassar,2025-02-04
5259,Lina Pratama,20,College Student,Surabaya,2025-12-10
5260,Putri Pratama,32,Office Worker,Padang,2026-04-29
5261,Gita Wijaya,18,High School Student,Makassar,2026-06-05
5262,Fajar Nugraha,24,Office Worker,Medan,2026-01-23
5263,Citra Ramadhan,20,College Student,Medan,2026-06-29
5264,Citra Putra,16,High School Student,Yogyakarta,2025-01-11
5265,Nanda Sari,27,Office Worker,Yogyakarta,2025-05-18
5266,Intan Nugraha,24,College Student,Semarang,2025-05-11
5267,Oki Pratama,22,College Student,Jakarta,2026-02-03
5268,Joko Putra,24,College Student,Medan,2025-09-08
5269,Salsa Ramadhan,34,Office Worker,Bandung,2026-01-01
5270,Rian Ramadhan,23,College Student,Surabaya,2026-02-25
5271,Dina Nugraha,15,High School Student,Medan,2026-02-28
5272,Oki Lestari,16,High School Student,Bandung,2025-06-11
5273,Maya Ramadhan,22,College Student,Padang,2025-04-05
5274,Andi Kurniawan,23,Office Worker,Palembang,2025-06-11
5275,Intan Lestari,23,College Student,Yogyakarta,2025-12-27
5276,Eka Ramadhan,17,High School Student,Bandung,2025-08-17
5277,Dina Lestari,18,High School Student,Surabaya,2025-04-26
5278,Vina Putra,21,College Student,Medan,2025-08-09
5279,Salsa Lestari,35,Office Worker,Bandung,2026-04-08
5280,Hadi Saputra,20,College Student,Surabaya,2025-11-11
5281,Rian Lestari,29,Office Worker,Makassar,2025-11-26
5282,Maya Kurniawan,21,College Student,Jakarta,2025-10-13
5283,Hadi Ramadhan,17,High School Student,Medan,2025-07-01
5284,Dina Saputra,32,Office Worker,Surabaya,2026-04-01
5285,Citra Lestari,21,College Student,Jakarta,2025-10-02
5286,Dina Nugraha,29,Office Worker,Jakarta,2025-02-06
5287,Maya Permata,22,Office Worker,Yogyakarta,2026-03-19
5288,Karin Putra,15,High School Student,Yogyakarta,2025-02-05
5289,Nanda Pratama,16,High School Student,Semarang,2025-03-09
5290,Budi Permata,28,Office Worker,Padang,2026-02-14
5291,Andi Ramadhan,24,College Student,Yogyakarta,2025-12-26
5292,Oki Nugraha,18,High School Student,Jakarta,2025-05-01
5293,Lina Ramadhan,16,High School Student,Yogyakarta,2026-04-27
5294,Nanda Wijaya,17,High School Student,Medan,2025-10-16
5295,Eka Wijaya,33,Office Worker,Semarang,2025-03-31
5296,Salsa Ramadhan,16,High School Student,Bandung,2025-07-31
5297,Intan Lestari,20,College Student,Yogyakarta,2025-03-13
5298,Gita Nugraha,26,Office Worker,Pekanbaru,2025-10-17
5299,Salsa Saputra,23,College Student,Jakarta,2026-01-02
5300,Vina Lestari,18,High School Student,Padang,2025-01-27
5301,Lina Saputra,31,Office Worker,Surabaya,2026-02-24
5302,Maya Putra,18,High School Student,Jakarta,2025-12-28
5303,Gita Wijaya,34,Office Worker,Medan,2026-03-31
5304,Hadi Nugraha,27,Office Worker,Surabaya,2026-04-17
5305,Andi Pratama,21,College Student,Bandung,2026-01-04
5306,Lina Permata,18,College Student,Surabaya,2025-11-22
5307,Budi Sari,24,College Student,Jakarta,2026-02-14
5308,Citra Permata,21,College Student,Bandung,2026-05-18
5309,Salsa Putra,30,Office Worker,Jakarta,2025-01-25
5310,Andi Wijaya,30,Office Worker,Jakarta,2025-06-10
5311,Dina Ramadhan,23,College Student,Makassar,2025-07-14
5312,Rian Putra,33,Office Worker,Makassar,2026-02-25
5313,Salsa Nugraha,33,Office Worker,Yogyakarta,2025-01-13
5314,Fajar Putra,30,Office Worker,Bandung,2026-02-11
5315,Tio Kurniawan,20,College Student,Semarang,2025-12-21
5316,Hadi Permata,22,College Student,Pekanbaru,2025-09-03
5317,Intan Putra,19,College Student,Jakarta,2025-03-29
5318,Tio Pratama,33,Office Worker,Makassar,2026-03-15
5319,Dina Lestari,15,High School Student,Makassar,2026-02-25
5320,Hadi Wijaya,22,College Student,Semarang,2025-09-13
5321,Lina Lestari,20,College Student,Bandung,2025-10-03
5322,Intan Wijaya,22,College Student,Pekanbaru,2025-01-07
5323,Dina Ramadhan,21,College Student,Jakarta,2026-05-15
5324,Intan Lestari,27,Office Worker,Bandung,2025-09-03
5325,Budi Saputra,16,High School Student,Semarang,2025-12-12
5326,Salsa Nugraha,22,College Student,Surabaya,2025-07-23
5327,Citra Wijaya,18,High School Student,Jakarta,2026-04-27
5328,Salsa Ramadhan,18,High School Student,Jakarta,2026-04-25
5329,Andi Kurniawan,18,College Student,Pekanbaru,2025-04-04
5330,Oki Lestari,20,College Student,Makassar,2025-11-06
5331,Dina Saputra,24,College Student,Padang,2026-06-04
5332,Maya Ramadhan,19,College Student,Bandung,2026-03-06
5333,Eka Wijaya,17,High School Student,Medan,2025-06-19
5334,Citra Nugraha,18,College Student,Palembang,2025-04-29
5335,Vina Nugraha,31,Office Worker,Yogyakarta,2025-03-04
5336,Budi Pratama,28,Office Worker,Medan,2025-04-27
5337,Karin Pratama,21,College Student,Jakarta,2025-04-19
5338,Tio Putra,23,College Student,Jakarta,2026-05-08
5339,Karin Putra,30,Office Worker,Makassar,2026-02-21
5340,Rian Permata,17,High School Student,Bandung,2025-11-21
5341,Fajar Sari,26,Office Worker,Semarang,2025-08-28
5342,Maya Sari,29,Office Worker,Bandung,2026-05-31
5343,Karin Lestari,18,High School Student,Semarang,2025-09-09
5344,Hadi Lestari,18,High School Student,Jakarta,2025-07-05
5345,Karin Permata,26,Office Worker,Bandung,2026-02-17
5346,Rian Nugraha,19,College Student,Medan,2026-05-19
5347,Joko Lestari,18,High School Student,Padang,2026-06-17
5348,Vina Nugraha,23,College Student,Surabaya,2025-06-03
5349,Vina Kurniawan,19,College Student,Pekanbaru,2025-08-12
5350,Citra Wijaya,28,Office Worker,Surabaya,2026-02-22
5351,Joko Sari,28,Office Worker,Palembang,2026-04-30
5352,Budi Kurniawan,35,Office Worker,Padang,2025-06-09
5353,Hadi Ramadhan,24,College Student,Semarang,2025-02-20
5354,Intan Wijaya,20,College Student,Medan,2025-10-07
5355,Vina Sari,23,College Student,Yogyakarta,2025-06-21
5356,Rian Pratama,22,College Student,Surabaya,2025-11-28
5357,Andi Putra,17,High School Student,Surabaya,2025-10-20
5358,Maya Ramadhan,22,Office Worker,Pekanbaru,2025-03-07
5359,Citra Lestari,22,Office Worker,Padang,2025-09-27
5360,Gita Ramadhan,18,College Student,Padang,2025-12-10
5361,Citra Permata,27,Office Worker,Yogyakarta,2025-09-28
5362,Maya Pratama,15,High School Student,Pekanbaru,2025-03-02
5363,Eka Saputra,23,College Student,Makassar,2025-05-16
5364,Lina Kurniawan,33,Office Worker,Palembang,2025-09-16
5365,Gita Putra,22,College Student,Jakarta,2025-09-13
5366,Citra Sari,34,Office Worker,Yogyakarta,2025-11-27
5367,Andi Ramadhan,27,Office Worker,Yogyakarta,2026-01-28
5368,Fajar Lestari,23,College Student,Jakarta,2026-06-28
5369,Lina Ramadhan,22,Office Worker,Jakarta,2025-09-11
5370,Tio Ramadhan,15,High School Student,Pekanbaru,2025-09-24
5371,Nanda Wijaya,18,College Student,Jakarta,2025-01-07
5372,Joko Kurniawan,21,College Student,Medan,2026-03-15
5373,Vina Wijaya,20,College Student,Makassar,2025-01-04
5374,Oki Kurniawan,22,Office Worker,Jakarta,2026-06-26
5375,Tio Putra,23,College Student,Bandung,2025-11-03
5376,Dina Nugraha,23,Office Worker,Palembang,2026-04-07
5377,Tio Saputra,20,College Student,Jakarta,2025-12-17
5378,Tio Ramadhan,21,College Student,Yogyakarta,2026-05-14
5379,Eka Lestari,28,Office Worker,Jakarta,2025-07-30
5380,Karin Putra,16,High School Student,Padang,2025-04-23
5381,Eka Putra,17,High School Student,Bandung,2025-04-27
5382,Eka Lestari,23,College Student,Palembang,2025-11-12
5383,Maya Ramadhan,18,College Student,Pekanbaru,2026-03-09
5384,Eka Saputra,17,High School Student,Makassar,2025-01-15
5385,Joko Ramadhan,27,Office Worker,Medan,2025-07-20
5386,Nanda Sari,24,College Student,Yogyakarta,2025-12-13
5387,Oki Wijaya,21,College Student,Pekanbaru,2025-05-04
5388,Citra Sari,23,Office Worker,Makassar,2025-06-05
5389,Oki Lestari,18,College Student,Bandung,2026-02-13
5390,Vina Saputra,30,Office Worker,Pekanbaru,2025-07-27
5391,Nanda Kurniawan,17,High School Student,Surabaya,2026-04-11
5392,Fajar Saputra,21,College Student,Jakarta,2025-06-13
5393,Tio Nugraha,33,Office Worker,Pekanbaru,2025-10-04
5394,Karin Nugraha,20,College Student,Yogyakarta,2026-01-29
5395,Tio Saputra,31,Office Worker,Pekanbaru,2025-02-19
5396,Hadi Sari,23,College Student,Bandung,2025-05-24
5397,Lina Kurniawan,17,High School Student,Bandung,2025-06-15
5398,Citra Ramadhan,23,College Student,Bandung,2025-03-08
5399,Andi Pratama,23,College Student,Makassar,2025-01-20
5400,Citra Saputra,35,Office Worker,Surabaya,2025-03-10
5401,Salsa Saputra,17,High School Student,Surabaya,2026-03-30
5402,Dina Pratama,22,Office Worker,Medan,2025-01-25
5403,Joko Kurniawan,25,Office Worker,Jakarta,2025-11-06
5404,Eka Nugraha,15,High School Student,Jakarta,2025-01-12
5405,Intan Nugraha,19,College Student,Padang,2025-08-22
5406,Maya Putra,24,Office Worker,Yogyakarta,2025-05-13
5407,Andi Pratama,29,Office Worker,Yogyakarta,2025-10-02
5408,Vina Putra,19,College Student,Yogyakarta,2025-06-01
5409,Citra Pratama,21,College Student,Makassar,2026-03-28
5410,Lina Kurniawan,21,College Student,Jakarta,2025-08-04
5411,Salsa Permata,34,Office Worker,Jakarta,2025-11-06
5412,Salsa Sari,19,College Student,Jakarta,2025-08-21
5413,Karin Wijaya,30,Office Worker,Palembang,2026-05-08
5414,Intan Putra,17,High School Student,Pekanbaru,2025-05-29
5415,Gita Kurniawan,18,High School Student,Palembang,2025-12-03
5416,Rian Permata,19,College Student,Surabaya,2026-04-01
5417,Dina Nugraha,20,College Student,Surabaya,2026-04-24
5418,Hadi Lestari,21,College Student,Pekanbaru,2026-05-22
5419,Rian Ramadhan,21,College Student,Jakarta,2025-10-02
5420,Intan Lestari,19,College Student,Yogyakarta,2025-06-30
5421,Hadi Saputra,18,High School Student,Makassar,2026-03-10
5422,Eka Saputra,19,College Student,Surabaya,2025-05-31
5423,Andi Saputra,35,Office Worker,Semarang,2026-04-16
5424,Joko Ramadhan,19,College Student,Pekanbaru,2025-07-23
5425,Tio Nugraha,23,College Student,Bandung,2026-04-09
5426,Karin Saputra,20,College Student,Jakarta,2025-11-23
5427,Putri Putra,32,Office Worker,Bandung,2025-05-29
5428,Dina Lestari,15,High School Student,Palembang,2025-10-04
5429,Putri Ramadhan,31,Office Worker,Jakarta,2025-02-04
5430,Citra Putra,29,Office Worker,Yogyakarta,2025-08-04
5431,Putri Putra,30,Office Worker,Makassar,2025-01-01
5432,Citra Kurniawan,17,High School Student,Jakarta,2026-04-13
5433,Joko Nugraha,26,Office Worker,Bandung,2026-04-11
5434,Putri Lestari,17,High School Student,Palembang,2026-03-27
5435,Gita Lestari,21,College Student,Yogyakarta,2025-03-11
5436,Citra Ramadhan,35,Office Worker,Surabaya,2025-09-14
5437,Salsa Ramadhan,15,High School Student,Padang,2025-04-02
5438,Eka Wijaya,33,Office Worker,Makassar,2026-01-07
5439,Oki Sari,15,High School Student,Surabaya,2025-04-09
5440,Vina Ramadhan,30,Office Worker,Jakarta,2026-05-25
5441,Dina Lestari,18,College Student,Makassar,2026-05-22
5442,Salsa Kurniawan,16,High School Student,Jakarta,2025-12-09
5443,Vina Permata,17,High School Student,Jakarta,2025-09-03
5444,Putri Saputra,28,Office Worker,Medan,2026-04-17
5445,Eka Ramadhan,18,High School Student,Jakarta,2025-10-06
5446,Tio Kurniawan,16,High School Student,Makassar,2026-05-25
5447,Gita Wijaya,24,College Student,Surabaya,2026-03-07
5448,Vina Sari,25,Office Worker,Yogyakarta,2026-03-18
5449,Dina Saputra,22,College Student,Jakarta,2025-09-18
5450,Hadi Pratama,16,High School Student,Jakarta,2025-09-12
5451,Citra Lestari,24,College Student,Palembang,2026-04-06
5452,Dina Lestari,16,High School Student,Makassar,2025-09-22
5453,Putri Permata,16,High School Student,Jakarta,2026-05-30
5454,Budi Lestari,20,College Student,Pekanbaru,2026-03-21
5455,Eka Wijaya,28,Office Worker,Jakarta,2025-08-11
5456,Lina Pratama,16,High School Student,Yogyakarta,2025-07-11
5457,Budi Sari,21,College Student,Makassar,2026-03-16
5458,Andi Saputra,19,College Student,Palembang,2025-09-26
5459,Joko Sari,32,Office Worker,Semarang,2025-02-10
5460,Andi Sari,27,Office Worker,Jakarta,2025-02-10
5461,Maya Putra,32,Office Worker,Jakarta,2025-11-27
5462,Budi Permata,18,High School Student,Jakarta,2025-06-24
5463,Gita Pratama,16,High School Student,Bandung,2026-03-09
5464,Eka Ramadhan,19,College Student,Semarang,2026-03-25
5465,Karin Pratama,19,College Student,Medan,2025-11-19
5466,Tio Kurniawan,24,College Student,Jakarta,2025-10-07
5467,Hadi Permata,22,Office Worker,Yogyakarta,2025-04-04
5468,Nanda Lestari,28,Office Worker,Makassar,2025-12-06
5469,Gita Saputra,31,Office Worker,Medan,2026-02-24
5470,Rian Pratama,22,College Student,Padang,2025-07-24
5471,Maya Wijaya,22,Office Worker,Jakarta,2025-09-17
5472,Nanda Lestari,23,College Student,Surabaya,2026-01-26
5473,Salsa Permata,17,High School Student,Surabaya,2025-10-05
5474,Nanda Putra,22,Office Worker,Makassar,2026-04-26
5475,Eka Nugraha,15,High School Student,Palembang,2026-03-27
5476,Maya Nugraha,24,College Student,Yogyakarta,2025-10-18
5477,Fajar Lestari,24,College Student,Jakarta,2025-04-15
5478,Budi Pratama,22,Office Worker,Medan,2026-01-12
5479,Andi Permata,24,Office Worker,Jakarta,2025-07-09
5480,Salsa Ramadhan,22,College Student,Yogyakarta,2025-07-14
5481,Lina Kurniawan,25,Office Worker,Jakarta,2026-01-12
5482,Vina Saputra,19,College Student,Medan,2025-01-18
5483,Rian Sari,24,College Student,Jakarta,2025-09-16
5484,Joko Wijaya,22,Office Worker,Palembang,2026-01-07
5485,Eka Nugraha,25,Office Worker,Padang,2025-03-01
5486,Lina Saputra,28,Office Worker,Padang,2025-04-15
5487,Intan Permata,17,High School Student,Jakarta,2026-03-02
5488,Joko Pratama,25,Office Worker,Padang,2025-09-18
5489,Budi Kurniawan,30,Office Worker,Pekanbaru,2025-02-15
5490,Salsa Sari,35,Office Worker,Makassar,2026-06-10
5491,Nanda Permata,18,High School Student,Jakarta,2026-04-22
5492,Budi Permata,29,Office Worker,Makassar,2025-09-24
5493,Eka Permata,22,College Student,Medan,2026-06-18
5494,Oki Wijaya,21,College Student,Bandung,2025-04-16
5495,Rian Putra,24,College Student,Palembang,2026-06-01
5496,Lina Nugraha,18,College Student,Padang,2026-01-31
